1650, 00
1645, 00
1640, 00
1635, 00
1630, 00
1625, 00
1620, 00
1615, 00
1610, 00
1605, 00
1600, 00
1595, 00
1590, 00
1585, 00
1580, 00
1575, 00
1570, 00
1565, 00
1560, 00
1555, 00
1550, 00
1545, 00
1540, 00
1535, 00
1530, 00
1525, 00
1520, 00
1515, 00
1510, 00
1505, 00
1500, 00
1495, 00
1490, 00
1485, 00
1480, 00
1475, 00
1470, 00
1465, 00
1460, 01
1455, 01
1450, 04
1445, 21
1440, 45
1435, 63
1430, 63
1425, 56
1420, 15
1415, 05
1410, 01
1405, 01
1400, 00
1395, 00
1390, 00
1385, 00
1380, 00
1375, 00
1370, 00
1365, 00
1360, 00
1355, 00
1350, 00
1345, 00
1340, 00
1335, 00
1330, 00
1325, 00
1320, 00
1315, 00
1310, 00
1305, 00
1300, 00
1295, 00
1290, 00
1285, 00
1280, 00
1275, 00
1270, 00
1265, 00
1260, 00
1255, 00
1250, 00
1245, 00
1240, 00
1235, 00
1230, 00
1225, 00
1220, 00
1215, 00
1210, 00
1205, 00
