1750, 00
1745, 00
1740, 00
1735, 00
1730, 00
1725, 00
1720, 00
1715, 00
1710, 00
1705, 00
1700, 00
1695, 00
1690, 00
1685, 00
1680, 00
1675, 00
1670, 00
1665, 00
1660, 00
1655, 00
1650, 00
1645, 00
1640, 00
1635, 00
1630, 00
1625, 00
1620, 00
1615, 00
1610, 00
1605, 00
1600, 00
1595, 00
1590, 00
1585, 00
1580, 00
1575, 00
1570, 00
1565, 00
1560, 00
1555, 00
1550, 00
1545, 00
1540, 00
1535, 00
1530, 02
1525, 12
1520, 30
1515, 63
1510, 63
1505, 63
1500, 39
1495, 12
1490, 03
1485, 00
1480, 00
1475, 00
1470, 00
1465, 00
1460, 00
1455, 00
1450, 00
1445, 00
1440, 00
1435, 00
1430, 00
1425, 00
1420, 00
1415, 00
1410, 00
1405, 00
1400, 00
1395, 00
1390, 00
1385, 00
1380, 00
1375, 00
1370, 00
1365, 00
1360, 00
1355, 00
1350, 00
1345, 00
1340, 00
1335, 00
1330, 00
1325, 00
1320, 00
1315, 00
1310, 00
1305, 00
